-6
2
-2
4
0
6
6
2
0
-2
-4
-4
-2
0
-2
-2
0
0
-2
-2
-4
-2
-2
2
2
0
0
0
-2
-4
-6
-6
-6
0
-4
-8
-4
-2
-4
2
6
4
-36
-46
2
0
0
-6
-4
-42
-44
-44
-12
14
-10
-4
-6
-44
-46
-42
-46
-42
-16
2
8
-20
-40
-38
-42
-46
-2
-8
-2
-42
-38
-44
-42
-38
-42
-6
-4
-4
-36
-42
-40
-44
-42
-42
-12
-6
-36
-42
-38
-46
-8
0
-8
-42
-40
-44
-44
-38
-40
-16
-6
18
-38
-28
-4
-4
-2
8
-40
-34
-42
-10
0
-4
0
10
16
-40
-34
-44
-14
-2
-8
-2
14
-42
-46
-36
-10
-8
8
-32
-46
-48
-48
-42
-40
-46
-6
-6
4
-8
8
-8
-42
-50
-12
-12
2
-8
-4
0
-38
-50
-16
-6
18
-8
-6
0
-38
-46
-50
-38
-14
-36
-42
-42
-36
-10
20
-6
8
-2
-36
-44
-34
-42
-24
-4
4
-8
-46
-38
-42
-36
-4
-8
16
16
-44
-24
-46
0
-40
-46
-20
-4
-40
-10
18
10
6
-38
-42
-18
-8
-6
-42
-44
-42
-42
-42
-38
-16
0
-6
-6
-4
2
-40
-8
10
-4
-8
-8
-6
-6
-4
-4
2
10
6
-16
-6
-6
0
10
-38
-46
-6
-10
4
4
-32
-46
-6
12
0
2
2
-46
-46
-44
-42
-42
-44
-46
-10
-10
-4
18
-36
-50
-44
-40
-40
-44
-46
-2
-2
16
6
-42
-42
-44
-14
-4
10
6
12
-6
-42
-44
-40
-32
-44
-4
-6
-2
-2
-4
6
-38
-50
-46
-42
-44
-46
-14
-42
-50
-38
-42
-44
-12
-40
-48
-48
-44
-44
-44
-44
-10
-32
-46
-50
-40
-42
-46
-46
-14
4
2
6
-40
-48
-50
-46
-46
-46
-18
-42
-48
-50
-50
-50
-50
-48
-14
-8
-16
-44
-48
-46
-38
-46
-48
-16
20
20
6
0
-36
-40
-48
-50
-6
12
-6
-32
-44
-44
-40
-42
-50
-24
-8
-6
-8
-2
-40
-48
-46
-42
-40
-42
-48
-2
10
-42
-48
-38
-46
-16
6
-2
-6
-6
-42
-44
-42
-40
-8
-6
-6
-6
-2
-42
-46
-46
